,imdb_id,tmdb_id
203,tt1490017,137106.0
204,tt0472043,1579.0
205,tt1320253,27578.0
206,tt0120591,95.0
207,tt0803096,68735.0
208,tt0187393,2024.0
209,tt0993842,50456.0
210,tt2820852,168259.0
211,tt0096895,268.0
212,tt1959563,390043.0
213,tt1981128,274855.0
214,tt0119567,330.0
215,tt3799694,290250.0
216,tt0373074,9470.0
217,tt2582782,338766.0
218,tt1590193,399035.0
219,tt0100802,861.0
220,tt0114508,9348.0
221,tt2316479,471429.0
222,tt4139124,342521.0
223,tt0245844,11362.0
224,tt0411477,11253.0
225,tt0425112,4638.0
226,tt2660888,188927.0
227,tt2034800,311324.0
228,tt1502712,166424.0
229,tt0102685,1089.0
230,tt2126355,254128.0
231,tt0831387,124905.0
232,tt0948470,1930.0
233,tt0822854,7485.0
234,tt4196776,324668.0
235,tt0379786,16320.0
236,tt1638355,203801.0
237,tt0120201,563.0
238,tt0376994,36668.0
239,tt0097576,89.0
240,tt0091203,8009.0
241,tt0079501,9659.0
242,tt0758774,12113.0
243,tt0790724,75780.0
244,tt2140479,302946.0
245,tt2406566,341013.0
246,tt3110958,291805.0
247,tt0106977,5503.0
248,tt2381991,290595.0
249,tt0234215,604.0
250,tt3062096,207932.0
251,tt0096446,847.0
252,tt0103893,10206.0
253,tt5657856,398175.0
254,tt6116856,449992.0
255,tt0360717,254.0
256,tt1959490,86834.0
257,tt0830515,10764.0
258,tt6864046,463319.0
259,tt5246700,475210.0
260,tt1536537,406990.0
261,tt6306064,429300.0
262,tt7260818,532649.0
263,tt2381249,177677.0
264,tt1615160,379149.0
265,tt0493405,417644.0
266,tt0320691,277.0
267,tt0093870,5548.0
268,tt0800320,18823.0
269,tt1617661,76757.0
270,tt1731141,80274.0
271,tt1386588,27581.0
272,tt1601913,75174.0
273,tt0290334,36658.0
274,tt1136608,17654.0
275,tt3829920,395991.0
276,tt0988045,10528.0
277,tt0942385,7446.0
278,tt0383574,58.0
279,tt8055888,541495.0
280,tt2404233,205584.0
281,tt0295178,818.0
282,tt1905041,82992.0
283,tt1409024,41154.0
284,tt1587310,102651.0
285,tt3469046,324852.0
286,tt0319262,435.0
287,tt0816711,72190.0
288,tt0103776,364.0
289,tt0116629,602.0
290,tt2245084,177572.0
291,tt1706620,110415.0
292,tt3525168,468219.0
293,tt0080120,11474.0
294,tt0120347,714.0
295,tt3393786,343611.0
296,tt0829150,49017.0
297,tt7515456,506863.0
298,tt1091191,193756.0
299,tt1023111,8456.0
300,tt1321511,87516.0
301,tt0114898,9804.0
302,tt1276104,59967.0
303,tt1872181,102382.0
304,tt1133985,44912.0
305,tt0080745,3604.0
306,tt7730102,524124.0
307,tt5834262,406761.0
308,tt1298650,1865.0
309,tt1253863,53182.0
310,tt6019206,414419.0
311,tt0120177,10336.0
312,tt1628841,47933.0
313,tt2109248,91314.0
314,tt0111503,36955.0
315,tt3532216,337170.0
316,tt3201640,429415.0
317,tt0118880,1701.0
318,tt0320661,1495.0
319,tt1951266,131634.0
320,tt7137846,497814.0
321,tt0163025,331.0
322,tt1637688,49530.0
323,tt1961175,415842.0
324,tt0209163,1734.0
325,tt3450958,281338.0
326,tt6738136,467938.0
327,tt0258463,2501.0
328,tt0074812,10803.0
329,tt1663662,68726.0
330,tt0430105,8292.0
331,tt1951264,101299.0
332,tt0436339,19585.0
333,tt5709188,438590.0
334,tt0087469,87.0
335,tt0160127,4327.0
336,tt0343818,2048.0
337,tt1600195,59965.0
338,tt0936501,8681.0
339,tt5074352,360814.0
340,tt2334879,117251.0
341,tt3079380,238713.0
342,tt0328107,9509.0
343,tt1764651,76163.0
344,tt7424200,474395.0
345,tt1489889,302699.0
346,tt0118688,415.0
347,tt2719848,253412.0
348,tt0181689,180.0
349,tt0082694,8810.0
350,tt0111257,1637.0
351,tt0296572,2789.0
352,tt0462322,285923.0
353,tt0113855,9312.0
354,tt3640424,369885.0
355,tt1430132,76170.0
356,tt0463985,9615.0
357,tt2461150,213681.0
358,tt1634122,58233.0
359,tt0401729,49529.0
360,tt5700672,396535.0
361,tt1428538,60304.0
362,tt1253864,37958.0
363,tt1535108,68724.0
364,tt0305357,9471.0
365,tt0356910,787.0
366,tt0071402,13939.0
367,tt0061578,1654.0
368,tt0938283,10196.0
369,tt1964418,158852.0
370,tt0316654,558.0
371,tt1386703,64635.0
372,tt4158096,334521.0
373,tt0112462,414.0
374,tt0449088,285.0
375,tt0059470,42737.0
376,tt2315596,283601.0
377,tt1190080,14161.0
378,tt1308728,412988.0
379,tt0480255,34813.0
380,tt6684714,479040.0
381,tt4046784,294254.0
382,tt0117500,9802.0
383,tt0955308,20662.0
384,tt0078346,1924.0
385,tt0287717,9488.0
386,tt0816462,37430.0
387,tt0089489,11954.0
388,tt0103644,8077.0
389,tt0059800,660.0
390,tt0120667,9738.0
391,tt1399103,38356.0
392,tt1411250,87421.0
393,tt0259324,1250.0
394,tt0390022,13416.0
395,tt1038686,22894.0
396,tt2094766,121856.0
397,tt1293847,47971.0
398,tt0429493,34544.0
399,tt1155076,38575.0
400,tt0246460,36669.0
401,tt0104691,9361.0
402,tt0181852,296.0
403,tt0120611,36647.0
404,tt0227538,10054.0
405,tt0133152,869.0
406,tt0064757,668.0
407,tt0109506,9495.0
408,tt6513656,440471.0
409,tt1823672,198184.0
410,tt0944835,27576.0
411,tt1335975,64686.0
412,tt0117060,954.0
413,tt7838252,564147.0
414,tt0102798,8367.0
415,tt2120120,257344.0
416,tt0112864,1572.0
417,tt1448755,49021.0
418,tt0910936,10189.0
419,tt5466186,433627.0
420,tt1599348,59961.0
421,tt0372183,2502.0
422,tt0945513,45612.0
423,tt0360486,561.0
424,tt2140037,174751.0
425,tt0859163,1735.0
426,tt1205537,137094.0
427,tt1267297,184315.0
428,tt1374989,58431.0
429,tt4073790,445651.0
430,tt0325710,616.0
431,tt1515091,58574.0
432,tt1951265,131631.0
433,tt0280609,11880.0
434,tt0066995,681.0
435,tt0099810,1669.0
436,tt0367882,217.0
437,tt0100758,1498.0
438,tt0097742,709.0
439,tt0113568,9323.0
440,tt0120804,1576.0
441,tt0462499,7555.0
442,tt1408101,54138.0
443,tt0058150,658.0
444,tt0844471,22794.0
445,tt3967856,387426.0
446,tt0093428,708.0
447,tt0092493,9396.0
448,tt0120685,929.0
449,tt0311429,8698.0
450,tt1013752,13804.0
451,tt1650554,59859.0
452,tt2387499,331313.0
453,tt0108333,10057.0
454,tt2592614,173897.0
455,tt1598778,39538.0
456,tt3410834,262504.0
457,tt1046173,14869.0
458,tt2361317,259695.0
459,tt1032755,13809.0
460,tt6749318,466411.0
461,tt0083944,1368.0
462,tt0438488,534.0
463,tt0287978,9480.0
464,tt1229238,56292.0
465,tt0242653,605.0
466,tt4116284,324849.0
467,tt0112851,8068.0
468,tt0322259,584.0
469,tt8820590,505954.0
470,tt7279188,348657.0
471,tt1921064,76649.0
472,tt0277296,9334.0
473,tt0119094,754.0
474,tt0118583,8078.0
475,tt0348150,1452.0
476,tt1037705,20504.0
477,tt0090190,15239.0
478,tt0453467,7551.0
479,tt3721964,340022.0
480,tt3567666,348389.0
481,tt1194173,49040.0
482,tt0099365,9556.0
483,tt2908446,262500.0
484,tt2545428,318279.0
485,tt0092675,11690.0
486,tt0090728,6978.0
487,tt0253556,6278.0
488,tt0146316,1995.0
489,tt5001754,459910.0
490,tt0088170,157.0
491,tt1245526,39514.0
492,tt3717252,346672.0
493,tt0419706,8814.0
494,tt1300851,22821.0
495,tt0054047,966.0
496,tt0441773,9502.0
497,tt6547170,531593.0
498,tt0368891,2059.0
499,tt4572514,388399.0
500,tt0274166,9486.0
501,tt0107362,9593.0
502,tt1899353,94329.0
503,tt3949660,308531.0
504,tt0100403,169.0
505,tt4652532,413658.0
506,tt0057076,657.0
507,tt0317740,9654.0
508,tt0190332,146.0
509,tt1596343,51497.0
510,tt0337978,1571.0
511,tt0091225,10658.0
512,tt2002718,106747.0
513,tt7690670,500475.0
514,tt1343727,49049.0
515,tt0099423,1573.0
516,tt0440963,2503.0
517,tt0449010,2486.0
518,tt0349683,9477.0
519,tt1213663,107985.0
520,tt0120912,608.0
521,tt1781922,192141.0
522,tt2017038,152747.0
523,tt1596350,59962.0
524,tt0186566,5551.0
525,tt0090264,707.0
526,tt0185183,5491.0
527,tt0112442,9737.0
528,tt0082340,1103.0
529,tt0381849,5176.0
530,tt1440129,44833.0
531,tt1077258,1992.0
532,tt4520364,377264.0
533,tt6533240,441282.0
534,tt1980209,134374.0
535,tt0346491,1966.0
536,tt0096256,8337.0
537,tt0093409,941.0
538,tt0475394,7516.0
539,tt0399201,1635.0
540,tt0177971,2133.0
541,tt0314353,9567.0
542,tt0033317,61020.0
543,tt3531824,328387.0
544,tt2787302,564149.0
545,tt4769836,389053.0
546,tt0082398,699.0
547,tt0122718,11551.0
548,tt1121096,68737.0
549,tt0990407,40805.0
550,tt1390411,205775.0
551,tt0086034,700.0
552,tt7212726,496524.0
553,tt0117998,664.0
554,tt1234721,97020.0
555,tt0268695,2135.0
556,tt4682788,425336.0
557,tt0120755,955.0
558,tt3381008,267193.0
559,tt0120744,9313.0
560,tt6012244,481203.0
561,tt0082186,10323.0
562,tt5254610,421658.0
563,tt1124037,316152.0
564,tt3317234,456750.0
565,tt0070034,9461.0
566,tt1855199,77016.0
567,tt0079574,698.0
568,tt1860357,296524.0
569,tt1512235,45132.0
570,tt4976192,500919.0
571,tt2226597,290512.0
572,tt1502404,47327.0
573,tt2024469,225574.0
574,tt1583421,72559.0
575,tt0473075,9543.0
576,tt0091326,8856.0
577,tt1424381,34851.0
578,tt3758172,390062.0
579,tt2267968,140300.0
580,tt1060277,7191.0
581,tt0442933,2310.0
582,tt4080956,448776.0
583,tt7133686,523777.0
584,tt3072482,325348.0
585,tt4094724,316727.0
586,tt0062512,667.0
587,tt1210819,57201.0
588,tt1291150,98566.0
589,tt0084726,154.0
590,tt0230011,10865.0
591,tt2294449,187017.0
592,tt6017942,425505.0
593,tt0118928,9619.0
594,tt2072233,324542.0
595,tt0070328,253.0
596,tt1528100,147441.0
597,tt2938956,287948.0
598,tt1013743,37834.0
599,tt2106651,324670.0
600,tt1172570,18533.0
601,tt0985694,23631.0
602,tt0076729,11006.0
603,tt1509767,52451.0
604,tt6134274,529646.0
605,tt2103281,119450.0
606,tt1464540,46529.0
607,tt3300542,267860.0
608,tt0095631,9013.0
609,tt1220719,14756.0
610,tt2975578,238636.0
611,tt0212346,1493.0
612,tt0316356,2055.0
613,tt1517489,56288.0
614,tt0111301,11667.0
615,tt0486576,1979.0
616,tt0137494,1844.0
617,tt1657507,62835.0
618,tt0099422,8592.0
619,tt0061418,475.0
620,tt3522806,278924.0
621,tt0465494,1620.0
622,tt2788732,294272.0
623,tt0087985,1880.0
624,tt1055369,8373.0
625,tt0892782,15512.0
626,tt0238380,7299.0
627,tt0145660,817.0
628,tt0086006,36670.0
629,tt1001526,38055.0
630,tt0285823,1428.0
631,tt1686821,203739.0
632,tt2172934,192102.0
633,tt0088944,10999.0
634,tt0277434,10590.0
635,tt3616916,336882.0
636,tt1945084,277355.0
637,tt0489099,8247.0
638,tt0448011,13811.0
639,tt2209764,157353.0
640,tt0093640,10083.0
641,tt0164052,9383.0
642,tt0094074,11411.0
643,tt0101393,2924.0
644,tt2679042,249070.0
645,tt1034314,10679.0
646,tt1098327,14164.0
647,tt0409847,49849.0
648,tt2140379,238615.0
649,tt0149261,8914.0
650,tt1618442,274854.0
651,tt1318514,61791.0
652,tt0118615,9360.0
653,tt0271367,8869.0
654,tt3014866,302156.0
655,tt0383222,168705.0
656,tt1517260,72710.0
657,tt1211956,107846.0
658,tt0424774,14199.0
659,tt0448157,8960.0
660,tt1082807,341006.0
661,tt0338459,12279.0
662,tt5360952,430040.0
663,tt0317919,956.0
664,tt2369135,136797.0
665,tt0109444,9331.0
666,tt1727776,273477.0
667,tt0086960,90.0
668,tt1085492,241254.0
669,tt0378109,11968.0
670,tt0357277,9947.0
671,tt0076752,691.0
672,tt3647498,309886.0
673,tt0373469,5236.0
674,tt2293640,211672.0
675,tt0172156,8961.0
676,tt1217613,44943.0
677,tt0105690,8845.0
678,tt1243957,37710.0
679,tt1588170,49797.0
680,tt2058673,257088.0
681,tt0072926,20187.0
682,tt1397514,72545.0
683,tt1135084,22907.0
684,tt0062765,916.0
685,tt0329101,6466.0
686,tt0370263,395.0
687,tt1071875,71676.0
688,tt0116136,8840.0
689,tt2513074,293767.0
690,tt0097647,10495.0
691,tt1188729,19898.0
692,tt1458175,43539.0
693,tt0257076,9257.0
694,tt0102266,9319.0
695,tt2467046,218043.0
696,tt1611224,72331.0
697,tt2302755,117263.0
698,tt4703048,347984.0
699,tt0071807,682.0
700,tt0120841,10216.0
701,tt0187738,36586.0
702,tt3014284,274862.0
703,tt0057193,11576.0
704,tt1646987,57165.0
705,tt0095956,1370.0
706,tt0365907,169917.0
707,tt0499448,2454.0
708,tt5737536,411135.0
709,tt1506999,70435.0
710,tt2265171,180299.0
711,tt0417148,326.0
712,tt0132347,9824.0
713,tt0362270,421.0
714,tt0106697,9739.0
715,tt1985966,109451.0
716,tt0187078,9679.0
717,tt2888046,365222.0
718,tt1034303,13813.0
719,tt0066999,984.0
720,tt1272878,136400.0
721,tt4302938,313297.0
722,tt2980592,241848.0
723,tt0088194,14746.0
724,tt3208026,438145.0
725,tt0359013,36648.0
726,tt0146675,9946.0
727,tt0102803,10249.0
728,tt0822847,38321.0
729,tt0318627,1577.0
730,tt0340163,2026.0
731,tt0472033,12244.0
732,tt0831887,8285.0
733,tt0089880,1369.0
734,tt0758730,440.0
735,tt0106582,9350.0
736,tt6927152,537190.0
737,tt0097428,2978.0
738,tt0293662,4108.0
739,tt0233142,12138.0
740,tt0465580,13455.0
741,tt0084827,97.0
742,tt7745068,505262.0
743,tt0479884,1948.0
744,tt0120738,2157.0
745,tt0089530,9355.0
746,tt0983193,17578.0
747,tt3838992,290825.0
748,tt0490086,13161.0
749,tt0481499,49519.0
750,tt0113820,9070.0
751,tt0311113,8619.0
752,tt1606378,47964.0
753,tt0092240,10017.0
754,tt0102975,174.0
755,tt0120746,9342.0
756,tt0425061,11665.0
757,tt0105112,9869.0
758,tt2106361,216282.0
759,tt0409182,503.0
760,tt3480796,307663.0
761,tt2404463,136795.0
762,tt0406375,6795.0
763,tt0088011,9326.0
764,tt1302011,49444.0
765,tt0388482,9335.0
766,tt1034032,18501.0
767,tt1724970,271404.0
768,tt2091935,333385.0
769,tt2034176,485811.0
770,tt0266987,1535.0
771,tt1821694,146216.0
772,tt0065214,576.0
773,tt0452608,10483.0
774,tt0398913,9053.0
775,tt1139592,55341.0
776,tt0122690,8195.0
777,tt0237534,6312.0
778,tt0120812,2109.0
779,tt0120157,9425.0
780,tt2199571,241554.0
781,tt0963966,27022.0
782,tt0433035,39254.0
783,tt0118571,9772.0
784,tt2368619,333669.0
785,tt0316732,11045.0
786,tt0089893,9626.0
787,tt6237612,455236.0
788,tt7606620,540871.0
789,tt0098141,8867.0
790,tt0162650,479.0
791,tt0483607,13460.0
792,tt0790736,49524.0
793,tt6504538,548204.0
794,tt1731701,248574.0
795,tt1446192,81188.0
796,tt0120188,6415.0
797,tt5884234,410554.0
798,tt0087597,11884.0
799,tt2334871,373569.0
800,tt0299977,79.0
801,tt0119099,9411.0
802,tt6155374,485296.0
803,tt0089461,13938.0
804,tt0401855,834.0
805,tt0402022,8202.0
806,tt1220634,35791.0
807,tt0087262,11495.0
808,tt0353969,11423.0
809,tt2312718,204082.0
810,tt0098439,9618.0
811,tt5303442,534094.0
812,tt1020558,23759.0
813,tt1433108,41283.0
814,tt0119190,10603.0
815,tt0389722,4513.0
816,tt0337921,9759.0
817,tt1815862,82700.0
818,tt0097138,10134.0
819,tt1954470,117691.0
820,tt0107206,9386.0
821,tt0116000,10680.0
822,tt3296908,339259.0
823,tt0070909,2362.0
824,tt1893256,136418.0
825,tt0181739,12610.0
826,tt0327554,314.0
827,tt0114614,9067.0
828,tt2675914,252822.0
829,tt1742334,144336.0
830,tt1478964,59678.0
831,tt3922798,334517.0
832,tt0129167,10386.0
833,tt0090022,11509.0
834,tt0088206,9651.0
835,tt0120053,10003.0
836,tt0105698,9349.0
837,tt0395699,10022.0
838,tt1855325,71679.0
839,tt4743226,345934.0
840,tt2025690,300673.0
841,tt0327850,10159.0
842,tt0120891,8487.0
843,tt0475944,9954.0
844,tt0211443,11470.0
845,tt0114558,281.0
846,tt0120873,11808.0
847,tt0228333,10016.0
848,tt0472399,27582.0
849,tt1496025,52520.0
850,tt0067116,1051.0
851,tt1401152,48138.0
852,tt0139414,9825.0
853,tt0266915,5175.0
854,tt1734493,291276.0
855,tt0443649,7840.0
856,tt3501112,460846.0
857,tt0097733,942.0
858,tt0430357,82.0
859,tt0114214,12106.0
860,tt2101341,102362.0
861,tt0119707,9823.0
862,tt0408790,9315.0
863,tt0119173,4421.0
864,tt0086859,22160.0
865,tt2446042,260346.0
866,tt0100502,5549.0
867,tt0432021,7737.0
868,tt0096487,11967.0
869,tt0082136,11286.0
870,tt1075747,20533.0
871,tt0077369,9584.0
872,tt0120660,9798.0
873,tt2091256,268531.0
874,tt0120844,200.0
875,tt0099385,17466.0
876,tt0318649,7364.0
877,tt0085811,849.0
878,tt0811080,7459.0
879,tt0113492,9482.0
880,tt7816392,525554.0
881,tt0450314,13056.0
882,tt1103153,37821.0
883,tt0325703,1996.0
884,tt0090180,9846.0
885,tt0069113,551.0
886,tt0093605,11879.0
887,tt0120749,8838.0
888,tt0090859,9874.0
889,tt0074899,11422.0
890,tt5208950,447665.0
891,tt0120657,1911.0
892,tt0064072,11463.0
893,tt2402101,182560.0
894,tt1904996,119283.0
895,tt3007132,399894.0
896,tt0049223,830.0
897,tt0119395,4824.0
898,tt0317648,2023.0
899,tt2638144,271969.0
900,tt0120768,9631.0
901,tt0120461,10357.0
902,tt0190865,11678.0
903,tt0086993,2669.0
904,tt1656190,72387.0
905,tt1985949,153518.0
906,tt3458254,295011.0
907,tt0044706,288.0
908,tt0393109,9270.0
909,tt0117731,199.0
910,tt0295701,7451.0
911,tt0056197,9289.0
912,tt0094894,10126.0
913,tt0087078,9610.0
914,tt0385307,10040.0
915,tt0476964,4413.0
916,tt0120828,6068.0
917,tt1418377,100241.0
918,tt0119229,9434.0
919,tt0253754,201.0
920,tt0313911,10923.0
921,tt7451284,485942.0
922,tt0095963,9604.0
923,tt1038919,27573.0
924,tt0053221,301.0
925,tt0272020,2100.0
926,tt0770752,8676.0
927,tt4218696,405775.0
928,tt0116908,11412.0
929,tt0373051,88751.0
930,tt1234719,60747.0
931,tt9426186,557968.0
932,tt0216216,8452.0
933,tt0122151,944.0
934,tt1059786,13027.0
935,tt5813366,460648.0
936,tt0116225,10061.0
937,tt5689068,412547.0
938,tt0082431,28893.0
939,tt0112740,8963.0
940,tt1385867,23742.0
941,tt0244244,9705.0
942,tt0431197,4349.0
943,tt0118661,9320.0
944,tt0435705,1738.0
945,tt0091499,9980.0
946,tt8760550,561546.0
947,tt1567609,80389.0
948,tt0089881,11645.0
949,tt0119925,9922.0
950,tt1524137,77866.0
951,tt0351977,11358.0
952,tt0103060,1497.0
953,tt0834001,12437.0
954,tt0111438,8831.0
955,tt0115624,11867.0
956,tt0141926,3536.0
957,tt0107286,6.0
958,tt5970844,472138.0
959,tt0477080,44048.0
960,tt6206564,431892.0
961,tt1093357,71469.0
962,tt6914542,497370.0
963,tt0114069,6950.0
964,tt0079946,22049.0
965,tt0467197,13051.0
966,tt1568338,49527.0
967,tt0372588,3989.0
968,tt4575328,448916.0
969,tt2869728,323675.0
970,tt0064505,10536.0
971,tt0355295,4442.0
972,tt0118956,9457.0
973,tt1121931,15092.0
974,tt0433387,7873.0
975,tt1648179,87826.0
976,tt5979872,420426.0
977,tt0999913,64639.0
978,tt1186367,22832.0
979,tt7448180,513691.0
980,tt0068935,9462.0
981,tt0159273,8007.0
982,tt0433362,19901.0
983,tt0086393,9531.0
984,tt0081573,8536.0
985,tt6774786,503346.0
986,tt0465234,6637.0
987,tt0118972,4477.0
988,tt0084684,27150.0
989,tt0986263,19959.0
990,tt1935194,404733.0
991,tt1181791,41215.0
992,tt0375154,9044.0
993,tt0096933,4105.0
994,tt0947810,22972.0
995,tt3157224,309049.0
996,tt0095655,13192.0
997,tt2614684,252178.0
998,tt4738360,360249.0
999,tt1075417,13836.0
1000,tt0271027,2140.0
1001,tt0775440,168098.0
1002,tt4262980,315011.0
1003,tt1258972,97430.0
1004,tt0117786,10622.0
1005,tt5607028,426285.0
1006,tt0111280,193.0
1007,tt0102059,9595.0
1008,tt0963178,4959.0
1009,tt4815122,455839.0
1010,tt0107144,9255.0
1011,tt1160996,178809.0
1012,tt1564585,42684.0
1013,tt1591479,75674.0
1014,tt4106376,335788.0
1015,tt0406816,4643.0
1016,tt0100029,9399.0
1017,tt4131800,335360.0
1018,tt0093260,2614.0
1019,tt0100263,9322.0
1020,tt0112715,10329.0
1021,tt1111422,18487.0
1022,tt5622412,454615.0
1023,tt0083630,16441.0
1024,tt0369226,12142.0
1025,tt0119051,9433.0
1026,tt0078723,11519.0
1027,tt0479997,23047.0
1028,tt3321300,292040.0
1029,tt3045616,210860.0
1030,tt0252503,11088.0
1031,tt5080556,373449.0
1032,tt6951892,474392.0
1033,tt0100260,20481.0
1034,tt0426592,11918.0
1035,tt0110478,9359.0
1036,tt0164184,4614.0
1037,tt1408253,168530.0
1038,tt0093692,1825.0
1039,tt6409762,526224.0
1040,tt0421073,1266.0
1041,tt0098382,172.0
1042,tt2649554,245703.0
1043,tt0103923,13995.0
1044,tt3276924,336004.0
1045,tt0083511,150.0
1046,tt1166100,14070.0
1047,tt0293564,5174.0
1048,tt0102070,9292.0
1049,tt3316948,261392.0
1050,tt0099371,2119.0
1051,tt4717402,461615.0
1052,tt0219653,10577.0
1053,tt0107978,5550.0
1054,tt7338690,522417.0
1055,tt0061810,24130.0
1056,tt0296042,9696.0
1057,tt0346156,5137.0
1058,tt1397280,82675.0
1059,tt5867226,528484.0
1060,tt2402157,254904.0
1061,tt0114781,3512.0
1062,tt0107659,9644.0
1063,tt0804461,11835.0
1064,tt0298814,9341.0
1065,tt0882977,134411.0
1066,tt3095734,262841.0
1067,tt8633296,548257.0
1068,tt0471042,59108.0
1069,tt1430612,254473.0
1070,tt3247714,334074.0
1071,tt0269347,10632.0
1072,tt0286112,11770.0
1073,tt0169858,18491.0
1074,tt3963816,359412.0
1075,tt1219342,41216.0
1076,tt0080736,8738.0
1077,tt0117438,3595.0
